,topic,country_code,citizenship,gender,is_denominator,language,languages,max_age,min_age,scholarity,audience,age_range
21794,health,IQ,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,510000,18-24
21795,health,JO,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,140000,18-24
21796,health,KW,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,2400,18-24
21797,health,LB,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,57000,18-24
21798,health,LY,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,79000,18-24
21799,health,MA,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,660000,18-24
21800,health,OM,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,8100,18-24
21801,health,QA,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,1900,18-24
21802,health,SA,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,120000,18-24
21803,health,SO,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,13000,18-24
21804,health,TN,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,200000,18-24
21805,health,AE,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,7000,18-24
21806,health,YE,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,64000,18-24
21807,health,PS,Locals,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,49000,18-24
21808,health,DZ,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,92000,18-24
21809,health,EG,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,540000,18-24
21810,health,IQ,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,130000,18-24
21811,health,JO,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,51000,18-24
21812,health,KW,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,3900,18-24
21813,health,LB,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,56000,18-24
21814,health,LY,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,18000,18-24
21815,health,MA,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,180000,18-24
21816,health,OM,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,6300,18-24
21817,health,QA,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,11000,18-24
21818,health,SA,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,140000,18-24
21819,health,SO,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,25000,18-24
21820,health,TN,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,70000,18-24
21821,health,AE,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,40000,18-24
21822,health,YE,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,9200,18-24
21823,health,PS,Locals,Male,False,English,NOTSELECTED,24.0,18,GRAD,13000,18-24
21824,health,DZ,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,380000,18-24
21825,health,EG,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,87000,18-24
21826,health,IQ,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,3300,18-24
21827,health,JO,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,3500,18-24
21828,health,KW,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,190,18-24
21829,health,LB,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,9600,18-24
21830,health,LY,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,1300,18-24
21831,health,MA,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,510000,18-24
21832,health,OM,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,120,18-24
21833,health,QA,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,390,18-24
21834,health,SA,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,2500,18-24
21835,health,SO,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,410,18-24
21836,health,TN,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,200000,18-24
21837,health,AE,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,990,18-24
21838,health,YE,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,360,18-24
21839,health,PS,Locals,Male,False,French,NOTSELECTED,24.0,18,GRAD,850,18-24
21840,health,DZ,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,22000,18-24
21841,health,EG,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,49000,18-24
21842,health,IQ,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,3500,18-24
21843,health,JO,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,2400,18-24
21844,health,KW,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,230,18-24
21845,health,LB,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,2500,18-24
21846,health,LY,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,1200,18-24
21847,health,MA,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,46000,18-24
21848,health,OM,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,200,18-24
21849,health,QA,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,280,18-24
21850,health,SA,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,4900,18-24
21851,health,SO,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,810,18-24
